銘柄コード,銘柄名,市場区分,業種,年間配当金,年間配当回数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,2026/08/15 06:30:31
556A,犬猫生活,グロース（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,2235
5570,ジェノバ,グロース（内国株式）,情報・通信業,6,1,0,0,0,0,0,0,0,0,0,0,0,6,612
5571,エキサイトホールディングス,スタンダード（内国株式）,情報・通信業,31.5,1,0,0,0,0,0,31.5,0,0,0,0,0,0,980
5572,Ｒｉｄｇｅ－ｉ,グロース（内国株式）,情報・通信業,0.48,1,0,0,0,0,0,0,0,0,0,0.48,0,0,2549
5574,ＡＢＥＪＡ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,2815
5575,Ｇｌｏｂｅｅ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,1176
5576,オービーシステム,スタンダード（内国株式）,情報・通信業,105,2,0,0,0,0,0,52.5,0,0,0,0,0,52.5,2920
5578,ＡＲアドバンストテクノロジ,グロース（内国株式）,情報・通信業,20,1,0,0,0,0,0,0,0,0,0,0,20,0,843
5580,プロディライト,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,1651
5582,グリッド,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,2017
5586,Ｌａｂｏｒｏ．ＡＩ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,840
5587,インバウンドプラットフォーム,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,912
5588,ファーストアカウンティング,グロース（内国株式）,情報・通信業,3.7,1,0,0,3.7,0,0,0,0,0,0,0,0,0,844
5589,オートサーバー,スタンダード（内国株式）,情報・通信業,66,1,0,0,66,0,0,0,0,0,0,0,0,0,2823
558A,ＳＱＵＥＥＺＥ,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,4575
5590,ネットスターズ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,709
5591,ＡＶＩＬＥＮ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,785
5592,くすりの窓口,グロース（内国株式）,情報・通信業,38,1,0,0,0,0,0,38,0,0,0,0,0,0,2503
5597,ブルーイノベーション,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,1261
5599,Ｓ＆Ｊ,グロース（内国株式）,情報・通信業,15,1,0,0,0,0,0,15,0,0,0,0,0,0,990
559A,梅乃宿酒造,スタンダード（内国株式）,食料品,,,0,0,0,0,0,0,0,0,0,0,0,0,1114
5602,栗本鐵工所,プライム（内国株式）,鉄鋼,57.6,2,0,0,0,0,0,28.8,0,0,0,0,0,28.8,1701
5603,虹技,スタンダード（内国株式）,鉄鋼,50,1,0,0,0,0,0,50,0,0,0,0,0,0,1311
5609,日本鋳造,スタンダード（内国株式）,鉄鋼,20,1,0,0,0,0,0,20,0,0,0,0,0,0,920
5612,日本鋳鉄管,スタンダード（内国株式）,鉄鋼,25,1,0,0,0,0,0,25,0,0,0,0,0,0,1562
5616,雨風太陽,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,624
5618,ナイル,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,300
5619,マーソ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,869
5621,ヒューマンテクノロジーズ,グロース（内国株式）,情報・通信業,32,1,0,0,0,0,0,32,0,0,0,0,0,0,1670
5631,日本製鋼所,プライム（内国株式）,機械,92,2,0,0,0,0,0,46,0,0,0,0,0,46,7974
5632,三菱製鋼,プライム（内国株式）,鉄鋼,81,2,0,0,0,0,0,40.5,0,0,0,0,0,40.5,2363
563A,グローバルＸ　ＮＡＳＤＡＱ１００・デイリー・カバード・コール　ＥＴＦ,ETF・ETN,ETF・他,14,1,0,0,0,0,0,0,14,0,0,0,0,0,1065
5644,メタルアート,スタンダード（内国株式）,鉄鋼,150,2,0,0,0,0,0,75,0,0,0,0,0,75,7130
564A,グローバルＸ　Ｓ＆Ｐ先進国キャッシュフロー・トップ１００　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,1116
5658,日亜鋼業,スタンダード（内国株式）,鉄鋼,10,2,0,0,0,0,0,5,0,0,0,0,0,5,384
5659,日本精線,プライム（内国株式）,鉄鋼,42,2,0,0,0,0,0,21,0,0,0,0,0,21,1396
5660,神鋼鋼線工業,スタンダード（内国株式）,鉄鋼,65,2,0,0,0,0,0,32.5,0,0,0,0,0,32.5,1856
566A,ｉＦｒｅｅＥＴＦ　ブルームバーグ日本株（除く金融）高配当５０指数,ETF・ETN,ETF・他,8,1,0,0,0,0,0,0,8,0,0,0,0,0,2305
568A,ｉシェアーズ　シルバー　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,170.399994
5695,パウダーテック,スタンダード（内国株式）,鉄鋼,120,2,0,0,0,0,0,60,0,0,0,0,0,60,3000
5697,サンユウ,スタンダード（内国株式）,鉄鋼,30,1,0,0,0,0,0,30,0,0,0,0,0,0,837
5698,エンビプロ・ホールディングス,スタンダード（内国株式）,鉄鋼,15,1,0,0,0,0,0,0,0,0,15,0,0,0,873
5699,イボキン,スタンダード（内国株式）,鉄鋼,32,1,0,0,32,0,0,0,0,0,0,0,0,0,1517
569A,ｉシェアーズ　プラチナ　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,174.199997
5702,大紀アルミニウム工業所,プライム（内国株式）,非鉄金属,55,2,0,0,0,0,0,27.5,0,0,0,0,0,27.5,1845
5703,日本軽金属ホールディングス,プライム（内国株式）,非鉄金属,80,2,0,0,0,0,0,40,0,0,0,0,0,40,2937
5704,ＪＭＣ,グロース（内国株式）,非鉄金属,,,0,0,0,0,0,0,0,0,0,0,0,0,410
5706,三井金属,プライム（内国株式）,非鉄金属,245,2,0,0,0,0,0,122.5,0,0,0,0,0,122.5,29500
5707,東邦亜鉛,プライム（内国株式）,非鉄金属,75,1,0,0,0,0,0,75,0,0,0,0,0,0,1028
570A,ｉシェアーズ　日本国債０－１年　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,901.099976
5711,三菱マテリアル,プライム（内国株式）,非鉄金属,100,2,0,0,0,0,0,50,0,0,0,0,0,50,5310
5713,住友金属鉱山,プライム（内国株式）,非鉄金属,228,2,0,0,0,0,0,114,0,0,0,0,0,114,9823
5714,ＤＯＷＡホールディングス,プライム（内国株式）,非鉄金属,368,1,0,0,0,0,0,368,0,0,0,0,0,0,9571
5715,古河機械金属,プライム（内国株式）,非鉄金属,80,2,0,0,0,0,0,40,0,0,0,0,0,40,4030
571A,ｉシェアーズ　日本国債１－３年　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,500.200012
5721,エスクリプトエナジー,スタンダード（内国株式）,非鉄金属,0.5,1,0,0,0,0,0,0.5,0,0,0,0,0,0,62
5724,アサカ理研,スタンダード（内国株式）,非鉄金属,12,1,0,0,0,0,0,0,0,0,0,0,0,12,2828
5726,大阪チタニウムテクノロジーズ,プライム（内国株式）,非鉄金属,18,2,0,0,0,0,0,9,0,0,0,0,0,9,2895
5729,日本精鉱,スタンダード（内国株式）,非鉄金属,400,2,0,0,0,0,0,200,0,0,0,0,0,200,1746
572A,ｉシェアーズ　日本国債３－７年　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,501.100006
573A,ｉシェアーズ　日本国債２０年超　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,493.399994
5741,ＵＡＣＪ,プライム（内国株式）,非鉄金属,28.75,2,0,0,0,0,0,14.375,0,0,0,0,0,14.375,2410
5742,エヌアイシ・オートテック,スタンダード（内国株式）,非鉄金属,41,2,0,0,0,0,0,20.5,0,0,0,0,0,20.5,738
5753,日本伸銅,スタンダード（内国株式）,非鉄金属,15,2,0,0,0,0,0,7.5,0,0,0,0,0,7.5,2445
5757,ＣＫサンエツ,プライム（内国株式）,非鉄金属,90,2,0,0,0,0,0,45,0,0,0,0,0,45,5090
575A,前澤ホールディングス,プライム（内国株式）,機械,,,0,0,0,0,0,0,0,0,0,0,0,0,1834
576A,グローバルＸ　チャイナテック・カバード・コール　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,1000
577A,グローバルＸ　シルバー　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,253.699997
578A,グローバルＸ　シルバー　ＥＴＦ（為替ヘッジあり）,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,251.300003
579A,グローバルＸ　銀ビジネス　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,1006
5801,古河電気工業,プライム（内国株式）,非鉄金属,210,1,0,0,0,0,0,210,0,0,0,0,0,0,4111
5802,住友電気工業,プライム（内国株式）,非鉄金属,154,2,0,0,0,0,0,77,0,0,0,0,0,77,2334.5
5803,フジクラ,プライム（内国株式）,非鉄金属,225,2,0,0,0,0,0,112.5,0,0,0,0,0,112.5,5760
5805,ＳＷＣＣ,プライム（内国株式）,非鉄金属,223,2,0,0,0,0,0,111.5,0,0,0,0,0,111.5,13930
580A,グローバルＸ　銅ビジネス　ＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,989
5816,オーナンバ,スタンダード（内国株式）,非鉄金属,41,2,0,0,20.5,0,0,0,0,0,20.5,0,0,0,1604
5817,ＪＭＡＣＳ,スタンダード（内国株式）,非鉄金属,15,1,0,0,0,0,15,0,0,0,0,0,0,0,1015
5819,カナレ電気,スタンダード（内国株式）,非鉄金属,66,2,0,0,33,0,0,0,0,0,33,0,0,0,1737
581A,ＧＯ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,3475
5820,三ッ星,スタンダード（内国株式）,非鉄金属,17,1,0,0,0,0,0,17,0,0,0,0,0,0,783
5821,平河ヒューテック,プライム（内国株式）,非鉄金属,47,2,0,0,0,0,0,23.5,0,0,0,0,0,23.5,3500
5830,いよぎんホールディングス,プライム（内国株式）,銀行業,60,2,0,0,0,0,0,30,0,0,0,0,0,30,3979
5831,しずおかフィナンシャルグループ,プライム（内国株式）,銀行業,80,2,0,0,0,0,0,40,0,0,0,0,0,40,3480
5832,ちゅうぎんフィナンシャルグループ,プライム（内国株式）,銀行業,90,2,0,0,0,0,0,45,0,0,0,0,0,45,3535
5834,ＳＢＩリーシングサービス,グロース（内国株式）,証券、商品先物取引業,230,2,0,0,0,0,0,115,0,0,0,0,0,115,2769
5838,楽天銀行,プライム（内国株式）,銀行業,,,0,0,0,0,0,0,0,0,0,0,0,0,5916
5842,インテグラル,グロース（内国株式）,証券、商品先物取引業,37,2,0,0,18.5,0,0,0,0,0,18.5,0,0,0,3085
5843,ニッポンインシュア,スタンダード（内国株式）,その他金融業,19,1,0,0,0,0,0,0,0,0,0,0,0,19,2397
5844,京都フィナンシャルグループ,プライム（内国株式）,銀行業,180,2,0,0,0,0,0,90,0,0,0,0,0,90,5000
5845,全保連,スタンダード（内国株式）,その他金融業,40,1,0,0,0,0,0,40,0,0,0,0,0,0,1225
584A,ＬｉＮＫＸ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,2730
5851,リョービ,プライム（内国株式）,非鉄金属,100,2,0,0,50,0,0,0,0,0,50,0,0,0,2780
5852,アーレスティ,プライム（内国株式）,非鉄金属,42,2,0,0,0,0,0,21,0,0,0,0,0,21,669
5857,ＡＲＥホールディングス,プライム（内国株式）,非鉄金属,125,2,0,0,0,0,0,62.5,0,0,0,0,0,62.5,3720
5858,ＳＴＧ,グロース（内国株式）,非鉄金属,20,1,0,0,0,0,0,20,0,0,0,0,0,0,1175
585A,日本バリュー・ボトムアップ株式投資戦略アクティブＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,1100
5867,エスネットワークス,グロース（内国株式）,サービス業,50,1,0,0,50,0,0,0,0,0,0,0,0,0,1224
5868,ロココ,スタンダード（内国株式）,サービス業,35,1,0,0,35,0,0,0,0,0,0,0,0,0,1013
5869,早稲田学習研究会,スタンダード（内国株式）,サービス業,55,2,0,0,0,0,0,27.5,0,0,0,0,0,27.5,1257
586A,ＮＥＸＴ　ＦＵＮＤＳ　日経エンタメ・コンテンツ株指数連動型上場投信,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,236.5
5870,ナルネットコミュニケーションズ,グロース（内国株式）,サービス業,29,1,0,0,0,0,0,29,0,0,0,0,0,0,905
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,サービス業,55,1,0,0,55,0,0,0,0,0,0,0,0,0,1335
587A,インベスコＱＱＱトラスト　シリーズ１,ETF・ETN,ETF・他,131.22813,1,0,0,0,0,0,131.22813,0,0,0,0,0,0,114800
5884,クラダシ,グロース（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,635
5885,ジーデップ・アドバンス,スタンダード（内国株式）,卸売業,23,1,0,0,0,0,0,0,0,23,0,0,0,0,3090
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,グロース（内国株式）,小売業,70,1,0,0,0,70,0,0,0,0,0,0,0,0,2771
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,小売業,84,2,0,0,0,42,0,0,0,0,0,42,0,0,2624
5891,ＳＡＫＩＧＡＫＥホールディングス,スタンダード（内国株式）,小売業,23,1,0,0,23,0,0,0,0,0,0,0,0,0,1659
5892,ｙｕｔｏｒｉ,グロース（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,2197
589A,ネイス,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,1335
5900,ダイケン,スタンダード（内国株式）,金属製品,20,1,0,0,0,0,20,0,0,0,0,0,0,0,865
5901,東洋製罐グループホールディングス,プライム（内国株式）,金属製品,132,2,0,0,0,0,0,66,0,0,0,0,0,66,4359
5902,ホッカンホールディングス,プライム（内国株式）,金属製品,94,2,0,0,0,0,0,47,0,0,0,0,0,47,2511
5905,日本製罐,スタンダード（内国株式）,金属製品,20,1,0,0,0,0,0,20,0,0,0,0,0,0,1370
5906,エムケー精工,スタンダード（内国株式）,金属製品,15,1,0,0,0,0,0,15,0,0,0,0,0,0,745
5909,コロナ,スタンダード（内国株式）,金属製品,28,2,0,0,0,0,0,14,0,0,0,0,0,14,978
590A,ギフティグループ,プライム（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,1118
5911,横河ブリッジホールディングス,プライム（内国株式）,金属製品,120,2,0,0,0,0,0,60,0,0,0,0,0,60,2923
5915,駒井ハルテック,スタンダード（内国株式）,金属製品,70,2,0,0,0,0,0,35,0,0,0,0,0,35,2321
5918,瀧上工業,スタンダード（内国株式）,金属製品,120,2,0,0,0,0,0,60,0,0,0,0,0,60,7710
5921,川岸工業,スタンダード（内国株式）,金属製品,160,1,0,0,0,0,0,0,0,0,0,0,0,160,4245
5922,那須電機鉄工,スタンダード（内国株式）,金属製品,640,1,0,0,0,0,0,640,0,0,0,0,0,0,19600
5923,高田機工,スタンダード（内国株式）,金属製品,50,2,0,0,0,0,0,25,0,0,0,0,0,25,1138
5928,アルメタックス,スタンダード（内国株式）,金属製品,8,2,0,0,0,0,0,4,0,0,0,0,0,4,282
5929,三和ホールディングス,プライム（内国株式）,金属製品,130,2,0,0,0,0,0,65,0,0,0,0,0,65,3676
5930,文化シヤッター,プライム（内国株式）,金属製品,74,2,0,0,0,0,0,37,0,0,0,0,0,37,1835
5932,三協立山,プライム（内国株式）,金属製品,25,2,0,12.5,0,0,0,0,0,12.5,0,0,0,0,664
5933,アルインコ,プライム（内国株式）,金属製品,44,2,0,0,0,0,0,22,0,0,0,0,0,22,1116
5936,東洋シヤッター,スタンダード（内国株式）,金属製品,42,1,0,0,0,0,0,42,0,0,0,0,0,0,888
5938,ＬＩＸＩＬ,プライム（内国株式）,金属製品,90,2,0,0,0,0,0,45,0,0,0,0,0,45,1782.5
5939,大谷工業,スタンダード（内国株式）,金属製品,30,1,0,0,0,0,0,30,0,0,0,0,0,0,4785
593A,ティアフォー,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,999
5940,不二サッシ,スタンダード（内国株式）,金属製品,30,1,0,0,0,0,0,30,0,0,0,0,0,0,732
5941,中西製作所,スタンダード（内国株式）,金属製品,110,1,0,0,0,0,0,110,0,0,0,0,0,0,2692
5942,日本フイルコン,スタンダード（内国株式）,金属製品,28,2,0,14,0,0,0,0,0,14,0,0,0,0,650
5943,ノーリツ,プライム（内国株式）,金属製品,74,2,0,0,37,0,0,0,0,0,37,0,0,0,2370
5945,天龍製鋸,スタンダード（内国株式）,金属製品,85,1,0,0,0,0,0,85,0,0,0,0,0,0,2436
5946,長府製作所,プライム（内国株式）,金属製品,46,2,0,0,23,0,0,0,0,0,23,0,0,0,2021
5947,リンナイ,プライム（内国株式）,金属製品,100,2,0,0,0,0,0,50,0,0,0,0,0,50,3602
5949,ユニプレス,プライム（内国株式）,輸送用機器,60,2,0,0,0,0,0,30,0,0,0,0,0,30,1296
5950,日本パワーファスニング,スタンダード（内国株式）,金属製品,2.5,1,0,0,2.5,0,0,0,0,0,0,0,0,0,150
5951,ダイニチ工業,スタンダード（内国株式）,金属製品,28,1,0,0,0,0,0,28,0,0,0,0,0,0,1226
5952,アマテイ,スタンダード（内国株式）,金属製品,5,1,0,0,0,0,0,5,0,0,0,0,0,0,183
5955,ワイズホールディングス,スタンダード（内国株式）,金属製品,1,1,0,0,0,0,0,1,0,0,0,0,0,0,85
5956,トーソー,スタンダード（内国株式）,金属製品,15.5,2,0,0,0,0,0,7.75,0,0,0,0,0,7.75,571
5957,日東精工,プライム（内国株式）,金属製品,23,2,0,0,11.5,0,0,0,0,0,11.5,0,0,0,774
5958,三洋工業,スタンダード（内国株式）,金属製品,220,2,0,0,0,0,0,110,0,0,0,0,0,110,4700
5959,岡部,プライム（内国株式）,金属製品,41,2,0,0,20.5,0,0,0,0,0,20.5,0,0,0,934
5962,浅香工業,スタンダード（内国株式）,その他製品,90,1,0,0,0,0,0,90,0,0,0,0,0,0,1990
5965,フジマック,スタンダード（内国株式）,金属製品,40,2,0,0,20,0,0,0,0,0,20,0,0,0,1178
5966,京都機械工具,スタンダード（内国株式）,金属製品,85,2,0,0,0,0,0,42.5,0,0,0,0,0,42.5,2640
5967,ＴＯＮＥ,スタンダード（内国株式）,金属製品,9,1,0,0,0,0,0,0,0,9,0,0,0,0,487
5969,ロブテックス,スタンダード（内国株式）,金属製品,30,1,0,0,0,0,0,30,0,0,0,0,0,0,1178
5970,ジーテクト,プライム（内国株式）,金属製品,96,2,0,0,0,0,0,48,0,0,0,0,0,48,2281
5971,共和工業所,スタンダード（内国株式）,金属製品,80,1,0,0,0,0,0,0,80,0,0,0,0,0,7860
5973,トーアミ,スタンダード（内国株式）,金属製品,17,2,0,0,0,0,0,8.5,0,0,0,0,0,8.5,616
5974,中国工業,スタンダード（内国株式）,金属製品,23,1,0,0,0,0,0,23,0,0,0,0,0,0,858
5975,東プレ,プライム（内国株式）,金属製品,100,2,0,0,0,0,0,50,0,0,0,0,0,50,3245
5976,高周波熱錬,プライム（内国株式）,金属製品,71,2,0,0,0,0,0,35.5,0,0,0,0,0,35.5,1467
5981,東京製綱,プライム（内国株式）,金属製品,,,0,0,0,0,0,0,0,0,0,0,0,0,1907
5982,マルゼン,スタンダード（内国株式）,金属製品,125,2,0,0,0,0,62.5,0,0,0,0,0,62.5,0,4095
5983,イワブチ,スタンダード（内国株式）,金属製品,300,2,0,0,0,0,0,150,0,0,0,0,0,150,14200
5984,兼房,スタンダード（内国株式）,金属製品,26,2,0,0,0,0,0,13,0,0,0,0,0,13,755
5985,サンコール,スタンダード（内国株式）,金属製品,20,2,0,0,0,0,0,10,0,0,0,0,0,10,2029
5986,モリテック　スチール,スタンダード（内国株式）,金属製品,12,1,0,0,0,0,0,12,0,0,0,0,0,0,254
5987,オーネックス,スタンダード（内国株式）,金属製品,20,1,0,0,0,0,0,0,0,0,20,0,0,0,1929
5988,パイオラックス,プライム（内国株式）,金属製品,92,2,0,0,0,0,0,46,0,0,0,0,0,46,1706
5989,エイチワン,プライム（内国株式）,金属製品,64,2,0,0,0,0,0,32,0,0,0,0,0,32,1457
598A,チャットプラス,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,1715
5990,スーパーツール,スタンダード（内国株式）,金属製品,70,2,0,0,0,0,0,35,0,0,0,0,0,35,1933
5991,日本発條,プライム（内国株式）,金属製品,66,2,0,0,0,0,0,33,0,0,0,0,0,33,3659
5992,中央発條,スタンダード（内国株式）,金属製品,60,2,0,0,0,0,0,30,0,0,0,0,0,30,3705
5994,ファインシンター,スタンダード（内国株式）,金属製品,25,2,0,0,0,0,0,12.5,0,0,0,0,0,12.5,992
5997,協立エアテック,スタンダード（内国株式）,金属製品,20,1,0,0,20,0,0,0,0,0,0,0,0,0,960
5998,アドバネクス,スタンダード（内国株式）,金属製品,35,1,0,0,0,0,0,35,0,0,0,0,0,0,2346
6005,三浦工業,プライム（内国株式）,機械,72,2,0,0,0,0,0,36,0,0,0,0,0,36,3165
600A,ニッセイＥＴＦ　ラッセル２０００,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,2006
6013,タクマ,プライム（内国株式）,機械,93,2,0,0,0,0,0,46.5,0,0,0,0,0,46.5,3215
6016,ジャパンエンジンコーポレーション,スタンダード（内国株式）,輸送用機器,88,2,0,0,0,0,0,44,0,0,0,0,0,44,9820
6018,阪神内燃機工業,スタンダード（内国株式）,輸送用機器,91,2,0,0,0,0,0,45.5,0,0,0,0,0,45.5,5920
6022,赤阪鐵工所,スタンダード（内国株式）,機械,30,1,0,0,0,0,0,30,0,0,0,0,0,0,2631
6023,ダイハツインフィニアース,スタンダード（内国株式）,輸送用機器,69,1,0,0,0,0,0,69,0,0,0,0,0,0,2921
6027,弁護士ドットコム,プライム（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,3150
6029,アトラグループ,スタンダード（内国株式）,サービス業,3.5,1,0,0,3.5,0,0,0,0,0,0,0,0,0,193
6030,アドベンチャー,グロース（内国株式）,サービス業,20,1,0,0,0,0,0,0,0,0,20,0,0,0,1649
6031,ＺＥＴＡ,グロース（内国株式）,サービス業,4.4,1,0,0,4.4,0,0,0,0,0,0,0,0,0,254
6033,エクストリーム,グロース（内国株式）,サービス業,62,1,0,0,0,0,0,62,0,0,0,0,0,0,1692
6034,ＭＲＴ,グロース（内国株式）,サービス業,30,1,0,0,30,0,0,0,0,0,0,0,0,0,638
6035,アイ・アールジャパンホールディングス,スタンダード（内国株式）,サービス業,28,2,0,0,0,0,0,14,0,0,0,0,0,14,740
6036,ＫｅｅＰｅｒ技研,プライム（内国株式）,サービス業,60,1,0,0,0,0,0,0,0,0,60,0,0,0,2957
6037,楽待,スタンダード（内国株式）,サービス業,10,2,0,0,0,5,0,0,0,0,0,5,0,0,1078
6038,イード,グロース（内国株式）,サービス業,22,1,0,0,0,0,0,0,0,0,22,0,0,0,831
6039,日本動物高度医療センター,グロース（内国株式）,サービス業,12,1,0,0,0,0,0,12,0,0,0,0,0,0,1127
603A,アイ・グリッド・ソリューションズ,グロース（内国株式）,電気・ガス業,,,0,0,0,0,0,0,0,0,0,0,0,0,860
6040,日本スキー場開発,グロース（内国株式）,サービス業,3.5,1,0,0,0,0,0,0,0,0,0,3.5,0,0,463
6042,ニッキ,スタンダード（内国株式）,輸送用機器,120,1,0,0,0,0,0,120,0,0,0,0,0,0,3980
6044,三機サービス,スタンダード（内国株式）,サービス業,25,1,0,0,0,0,0,0,0,25,0,0,0,0,1922
6045,レントラックス,グロース（内国株式）,サービス業,24,2,0,0,0,0,0,12,0,0,0,0,0,12,1698
6046,リンクバル,スタンダード（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,138
6047,Ｇｕｎｏｓｙ,スタンダード（内国株式）,サービス業,18.3,1,0,0,0,0,0,0,0,18.3,0,0,0,0,397
6049,イトクロ,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,244
604A,ビーエイブル,スタンダード（内国株式）,建設業,,,0,0,0,0,0,0,0,0,0,0,0,0,962
6050,イー・ガーディアン,プライム（内国株式）,サービス業,35,1,0,0,0,0,0,0,0,0,0,0,0,35,1740
6054,リブセンス,スタンダード（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,121
6055,ジャパンマテリアル,プライム（内国株式）,サービス業,32,1,0,0,0,0,0,32,0,0,0,0,0,0,2227
6058,ベクトル,プライム（内国株式）,サービス業,33,1,0,0,0,0,33,0,0,0,0,0,0,0,1728
6059,ウチヤマホールディングス,スタンダード（内国株式）,サービス業,10,2,0,0,0,0,0,5,0,0,0,0,0,5,360
605A,ＮＥＸＴ　ＦＵＮＤＳ　日本株政策フォーカス上場投信,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,203.800003
6061,ユニバーサル園芸社,スタンダード（内国株式）,サービス業,26,1,0,0,0,0,0,0,0,0,26,0,0,0,3050
6062,チャーム・ケア・コーポレーション,プライム（内国株式）,サービス業,34,1,0,0,0,0,0,0,0,0,34,0,0,0,1427
6063,日本エマージェンシーアシスタンス,スタンダード（内国株式）,サービス業,9,1,0,0,9,0,0,0,0,0,0,0,0,0,1029
6069,トレンダーズ,グロース（内国株式）,サービス業,35,1,0,0,0,0,0,35,0,0,0,0,0,0,702
606A,金２倍ブルＥＴＦ,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,22750
6070,キャリアリンク,プライム（内国株式）,サービス業,120,1,0,0,0,0,0,120,0,0,0,0,0,0,2400
6071,ＩＢＪ,プライム（内国株式）,サービス業,10,1,0,0,10,0,0,0,0,0,0,0,0,0,857
6072,地盤ネットホールディングス,スタンダード（内国株式）,サービス業,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1120
6073,アサンテ,プライム（内国株式）,サービス業,62,2,0,0,0,0,0,31,0,0,0,0,0,31,1504
6074,ジェイエスエス,スタンダード（内国株式）,サービス業,20,2,0,0,0,0,0,10,0,0,0,0,0,10,517
6078,バリューＨＲ,プライム（内国株式）,サービス業,26,2,0,0,13,0,0,0,0,0,13,0,0,0,1514
6080,Ｍ＆Ａキャピタルパートナーズ,プライム（内国株式）,サービス業,52.1,1,0,0,0,0,0,0,0,0,0,0,0,52.1,4035
6081,アライドアーキテクツ,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,161
6082,ライドオンエクスプレスホールディングス,スタンダード（内国株式）,サービス業,15,1,0,0,0,0,0,15,0,0,0,0,0,0,999
6083,ＥＲＩホールディングス,スタンダード（内国株式）,サービス業,60,2,0,30,0,0,0,0,0,30,0,0,0,0,1745
6085,アーキテクツ・スタジオ・ジャパン,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,79
6086,シンメンテホールディングス,グロース（内国株式）,サービス業,20,1,0,0,0,0,20,0,0,0,0,0,0,0,1044
